CRM;FANTASIA;CNPJ;TELEFONE;CIDADE;ENDERECO;BAIRRO;CEP;CODIGO_IBGE;ESTADO;ATIVO;STATUS;DIAS_LIBERADOS;MODULOS
4637;Farmacotecnica Birigui;53.808.127/0001-06;1836425299 / 18;Birigui;Rua Bento da Cruz, 698;Centro;16200-108;3506508;SP;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 1,HOS FÓRMULA: 3,NFS-E CONJUGADA: 3
4666;Serafinense - BEEASY;89.807.333/0001-30;5434441846 / 54;Serafina Correa;Av. Orestes Assoni, 35 Sala 06;centro;99250-000;4320404;RS;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 1,ESTAÇÃO ADICIONAL: 2,FARMÁCIA POPULAR: 1
4800;Vita Farma - BEEASY;09.431.561/0001-10;5434351208 / 54;Coronel Pilar;Av. 25 de Julho, 400 Sala 03;Centro;95726-000;4305934;RS;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOSCLOUD BACKUP: 2
4830;Lefafarma Farmacias - Rede Vida - EVERTON;00.563.482/0001-98;5137414440 / 51;Venâncio Aires;Rua Jacobes Becker, 1351 - SL 03, 10 ;Centro;95800-000;4322608;RS;Sim;CLIENTE;30.0;MERCHFARMA: 8,HOS P344: 8,HOS FÓRMULA: 8,ESTAÇÃO ADICIONAL: 2,FARMÁCIA POPULAR: 8,HOSTRIBUTARIO: 8,HOSCLOUD BACKUP: 6,HOSDASHBOARD: 5
4869;MB Farmacias - (Cobrança Matriz);93.641.710/0050-60;5535512990 / 55;Tenente Portela;Praca Tenente Portela 119 ;Centro ;98500-000;4321402;RS;Sim;CLIENTE;30.0;MERCHFARMA: 8,HOS P344: 10,HOS COMPRAS: 8,HOS FISCAL: 8,HOS REPLICADOR: 8,HOSTRIBUTARIO: 8,HOS ENTREGAS: 8,HOSGESTÃO PLUS: 8,HOS DOCUMENTOS: 8
4875;MINA - BEEASY;00.322.597/0001-90;5437717077 / 54;Bento Goncalves;Av. Osvaldo Aranha ;Cidade Alta;95700-206;4302105;RS;Sim;CLIENTE;3.0;MERCHFARMA: 3,HOS P344: 3,HOSCLOUD BACKUP: 3
4906;Mirandolli - Everton;11.864.109/0001-93;5137414098 / 51;Venâncio Aires;Rua Armando Ruschel 192;Centro;95800-000;4322608;RS;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,FARMÁCIA POPULAR: 5,HOSTRIBUTARIO: 5
4981;Acqua Terra - PAULO;04.966.053/0001-12;5136653501 / 51981969090;Capão da Canoa;Av. Ubirajara, 515 loja 3;Girassol;94690-150;4304630;RS;Sim;CLIENTE;10.0;MERCHFARMA: 3,HOS P344: 3,HOSCLOUD BACKUP: 2,HOS FÓRMULA: 3
5051;Rede Vida - Colina Sorriso - BEEASY;07.750.733/0001-92;5432142525 / 5432111227;Caxias do Sul;Rua Dr. Emilio Ataliba Finger, 63;Santa Catarina;95032-470;4305108;RS;Sim;CLIENTE;30.0;MERCHFARMA: 9,HOS P344: 8,HOS FINANÇAS: 3,HOS FISCAL: 8,ESTAÇÃO ADICIONAL: 2,FARMÁCIA POPULAR: 7,HOSTRIBUTARIO: 7,HOS DIGITALIZE: 7,HOSCLOUD BACKUP: 7,INTEGRAÇÃO IFOOD: 9,HOSGESTAO: 9
5078;Fabella Farmacia - BEEASY;07.675.521/0001-98;5534140222 / 5534119375;Uruguaiana;Rua General Camara,1876 sl 03;Centro;97501-640;4322400;RS;Sim;CLIENTE;1.0;MERCHFARMA: 4,HOS P344: 4,HOS FÓRMULA: 4
5086;Farma Sul - ROMULO;04.503.998/0001-06;3438256644 / 34;Patos de Minas;Rua Humberto Ferreira Silva 90  ;Ipanema;38706-494;3148004;MG;Sim;CLIENTE;15.0;MERCHFARMA: 4,HOS P344: 3,FARMÁCIA POPULAR: 1,HOSTRIBUTARIO: 4,HOS DIGITALIZE: 4,HOSCLOUD BACKUP: 2
5219;Aguiar - Parque dos Anjos (SE);10.780.297/0001-09;5134884241 / 5134885910;Gravataí;Av Antonio Gomes Correa 210;Pq dos Anjos;94190-300;4309209;RS;Sim;CLIENTE;1.0;MERCHFARMA: 6,HOS P344: 6,HOS COMPRAS: 6,HOS FINANÇAS: 6,HOS REPLICADOR: 6,HOS DELIVERY: 1,ESTAÇÃO ADICIONAL: 1,FARMÁCIA POPULAR: 6,HOSTRIBUTARIO: 6,HOS DIGITALIZE: 6,HOSCHAT: 4,HOSGESTAO: 6
5266;Sao Jose - Filial SH 1 - BEEASY - (Cobrança Matriz);00.453.515/0002-28;5434531713 / 54;Bento Goncalves;Av. Marcos Valduga ;Santa Helena;95700-010;4302105;RS;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 4,HOS FISCAL: 5,HOS REPLICADOR: 4,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 4,HOS DIGITALIZE: 4,INTEGRAÇÃO MAGGU: 5
5310;Remedius - Associadas Matriz;02.567.889/0001-19;5433811705 / 54;Soledade;Av Pinheiro Machado, 867, Sl 01;Centro;99300-000;4320800;RS;Sim;CLIENTE;15.0;MERCHFARMA: 9,HOS P344: 9,HOS FÓRMULA: 9,HOS REPLICADOR: 9,ESTAÇÃO ADICIONAL: 1,FARMÁCIA POPULAR: 9,HOSCHAT: 4
5379;Central Matriz - PABLO - Melhor Compra - (Cobrança Matriz);24.231.284/0001-95;3138512950 / 31;João Monlevade;Av. Getulio Vargas, 4644;Carneirinhos;35930-002;3136207;MG;Sim;CLIENTE;30.0;MERCHFARMA: 9,HOS P344: 9,HOS FINANÇAS: 9,HOS FISCAL: 9,HOS REPLICADOR: 9,ESTAÇÃO ADICIONAL: 3,HOSTRIBUTARIO: 9,HOSDASHBOARD: 9
5385;DrogaMais - BEEASY;05.841.690/0001-25;5432191306 / 5430211206;Caxias do Sul;Rua Silveira Martins, 1900, sala 104;Panazzolo;95082-000;4305108;RS;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 3,HOSCLOUD BACKUP: 4
5405;Vide Bulla;08.175.269/0001-10;5433813123 / 54;Soledade;Av. Julio de Castilhos, 1120;Ed. Canton;99300-000;4320800;RS;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,FARMÁCIA POPULAR: 3
5660;Divinopolis - PABLO;04.582.244/0001-80;3732220404 / 37;Divinópolis;Rua Goias, 304;Centro;35500-001;3122306;MG;Sim;CLIENTE;30.0;MERCHFARMA: 25,HOS P344: 25,HOS FÓRMULA: 25,HOS FINANÇAS: 25,HOS FISCAL: 25,ESTAÇÃO ADICIONAL: 18,FARMÁCIA POPULAR: 25,HOSTRIBUTARIO: 25,LAYOUT NFS-E: 25
5743;Farmacia Cairu - Associadas (SE);90.049.701/0004-50;5434627568 / 5434642018;Garibaldi;Av. Independencia, 1421;Cairu;95720-000;4308607;RS;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,HOS REPLICADOR: 1,ESTAÇÃO ADICIONAL: 3,FARMÁCIA POPULAR: 6,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 9
5792;Nossa Sra de Fatima - INOVAR;06.890.277/0001-13;8332741439 / 8332741211;Araçagi;Rua Felipe Rodrigues, 18;Centro;58270-000;2500809;PB;Sim;CLIENTE;1.0;MERCHFARMA: 3,HOS P344: 3,HOS FISCAL: 3,FARMÁCIA POPULAR: 3
5851;Porto Vita Farmacia de Manipulacao;04.190.397/0001-82;5133255026 / 5133255795;Porto Alegre;Rua Coronel Bordini, 106;Auxiliadora;90540-158;4314902;RS;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOS FÓRMULA: 3,HOSCLOUD BACKUP: 3
5872;Beladona - BEEASY;29.688.491/0001-97;5432327533 / 54;Vacaria;Rua Ramiro Barcelos, 1289;Centro;95200-175;4322509;RS;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOS FÓRMULA: 2,HOSCLOUD BACKUP: 2
5975;Farma Vida - ROMULO;10.830.463/0001-34;3438110088 / 34;Presidente Olegário;Rua Felisberto Fonseca, 399 loja 02;Centro;38750-000;3153400;MG;Sim;CLIENTE;20.0;MERCHFARMA: 3,HOS P344: 3,FARMÁCIA POPULAR: 0
6086;Drogaria Biofarma - Rede Soma;04.763.672/0001-00;3438161208 / 34;Lagoa Grande;Rua Gov Israel Pinheiro 331;Planalto;38755-000;3137536;MG;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3,HOSCHAT: 3
6106;Moderna - Rede Soma - PABLO;02.492.293/0001-05;3434218839 / 34999740848;Frutal;Rua Bias Fortes, 469;Centro;38200-052;3127107;MG;Sim;CLIENTE;30.0;MERCHFARMA: 15,HOS P344: 15,HOS FÓRMULA: 15,HOS COMPRAS: 15,HOS FISCAL: 15,ESTAÇÃO ADICIONAL: 9,FARMÁCIA POPULAR: 15,HOSTRIBUTARIO: 15,FARMACIASAPP: 15
6115;Serro Lagoinha - PABLO;10.584.497/0001-96;3134495900 / 31;Belo Horizonte;Rua Itapecerica, 734 Lj 01;Lagoinha;31210-030;3106200;MG;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,ESTAÇÃO ADICIONAL: 4,FARMÁCIA POPULAR: 6,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 4
6195;Afonso Queiroz - ROMULO;02.099.282/0001-51;3438227995 / 34;Patos de Minas;Av Afonso Queiroz, 812 Loja 01;Sebastiao Amorim;38705-167;3148004;MG;Sim;CLIENTE;10.0;MERCHFARMA: 5,HOS P344: 5,FARMÁCIA POPULAR: 5
6702;Drogaria Sao Geraldo - ROMULO;42.865.279/0001-16;3438215232 / 3438210737;Patos de Minas;Pc. Desembargador Frederico, 54;Centro;38700-118;3148004;MG;Sim;CLIENTE;30.0;MERCHFARMA: 15,HOS P344: 15,HOS FISCAL: 15,ESTAÇÃO ADICIONAL: 13,FARMÁCIA POPULAR: 15,HOSTRIBUTARIO: 15
6745;Drogaria Progresso - ROMULO;22.688.139/0001-02;3438210332 / 3438214888;Patos de Minas;Rua Mata dos Fernandes, 734;Vila Garcia;38703-174;3148004;MG;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS P344: 7,ESTAÇÃO ADICIONAL: 1,FARMÁCIA POPULAR: 7,HOSTRIBUTARIO: 7,HOSCLOUD BACKUP: 3
6789;Globo - Rede Universal - ROMULO;02.712.638/0001-80;3438231855 / 3438214888;Patos de Minas;Rua Padre Caldeira, 300;Centro;38700-044;3148004;MG;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3
6829;Drogazen - ROMULO;70.986.476/0001-29;3438228523 / 34;Patos de Minas;Rua Ponto Chic, 1044;Nova Floresta II;38703-218;3148004;MG;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOS REPLICADOR: 1,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 4
6830;Sao Sebastiao - ROMULO;18.613.075/0001-03;3438161283 / 34;Lagoa Grande;Rua Santos Dumont, 725;Centro;38755-000;3137536;MG;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 1,HOSTRIBUTARIO: 3,HOSCHAT: 3
6834;Drogaria Planalto - ROMULO;19.443.076/0001-10;3438111171 / 34;Presidente Olegário;Av Antonio Araulo, 858;Planalto;38750-000;3153400;MG;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 2
6860;Drogaria Souza;26.039.321/0001-93;3234641246 / 32;Estrela Dalva;Rua Ary Coutinho Brum, 15;Centro;36725-000;3124609;MG;Sim;CLIENTE;10.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 2
6889;Drogaria Sao Joao - Rede Inova;01.126.794/0001-05;3138731450 / 3138731338;Matipó;Av. Sao Joao, 107;Centro;35367-000;3140902;MG;Sim;CLIENTE;1.0;MERCHFARMA: 6,HOS P344: 6,HOS FÓRMULA: 6,HOS FISCAL: 6,FARMÁCIA POPULAR: 6,HOSTRIBUTARIO: 6,HOS DIGITALIZE: 6,HOSCHAT: 4
6961;Bella Farma - INOVAR;05.148.490/0001-91;8336821068 / 83;São José dos Ramos;Praca Noe Rodrigues de Lima 170;Centro;58339-000;2514453;PB;Sim;CLIENTE;15.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 5
7705;Melhor Preco - INOVAR;15.010.480/0001-49;8332121629 / 83;João Pessoa;R Joao Maria de Araujo,271,Lj 106;Gramame;58067-300;2507507;PB;Sim;CLIENTE;3.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 5,FARMÁCIA POPULAR: 5,HOSCLOUD BACKUP: 5
7726;Mocos - INOVAR;11.949.716/0001-56;8136311028 / 8199998520;Timbaúba;Rua Vigario Augusto 78;Centro;55870-106;2615300;PE;Sim;CLIENTE;32.0;MERCHFARMA: 6,HOS P344: 6,ESTAÇÃO ADICIONAL: 1,FARMÁCIA POPULAR: 6,HOS DIGITALIZE: 6
7822;Mais Saude - INOVAR;05.460.271/0001-43;8136391314 / 81;Macaparana;Rua Dr Manoel Borba 67;Centro;55865-000;2609006;PE;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,FARMÁCIA POPULAR: 5
8086;Alquimia;02.804.510/0001-47;3538210175 / 35988250175;Lavras;Rua Chagas Doria, 16;Centro;37200-042;3138203;MG;Sim;CLIENTE;15.0;MERCHFARMA: 6,HOS P344: 6,HOS FÓRMULA: 6,ESTAÇÃO ADICIONAL: 1,NFS-E CONJUGADA: 6
8208;Pacheco - INOVAR;24.297.889/0001-89;8332812100 / 8332812900;Itabaiana;Rua Almeida Barreto, 05;Centro;58360-000;2506905;PB;Sim;CLIENTE;5.0;MERCHFARMA: 3,HOS P344: 3,HOS FISCAL: 1
8630;Farmacia Confianca;15.089.822/0001-68;6932521598 / 69;Porto Velho;Rua Abuna, 327;D. Extrema;76847-000;1100205;RO;Sim;CLIENTE;10.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 3,FARMÁCIA POPULAR: 5,HOSTRIBUTARIO: 5
8647;Drogaria Life - CONSULFAR;71.077.788/0001-82;3133856167 / 31991884022;Belo Horizonte;Av. Sen. Levindo Coelho,1923 ;Vale do Jatoba;30668-283;3106200;MG;Sim;CLIENTE;30.0;MERCHFARMA: 9,HOS P344: 9,HOS FISCAL: 9,HOSTRIBUTARIO: 9,HOSCHAT: 9,HOSGESTAO: 9
9025;Da Gente - PABLO;13.761.368/0001-14;38999515003 / 38;Montes Claros;Rua Melo Viana ,319;Morrinhos;39400-427;3143302;MG;Sim;CLIENTE;3.0;MERCHFARMA: 3,HOS P344: 5,FARMÁCIA POPULAR: 5,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 1
9141;FarmaVidas - Associadas - BEEASY;12.871.656/0001-69;5433551135 / 54;Ibiraiaras;Rua Longino Z. Guadagnin, 322, sl 02;Centro;95305-000;4309902;RS;Sim;CLIENTE;10.0;MERCHFARMA: 6,HOS P344: 6,ESTAÇÃO ADICIONAL: 1,FARMÁCIA POPULAR: 6,HOSTRIBUTARIO: 6
9258;Saude e Vida Drugstore - Rede Soma - PAULO;02.165.564/0001-00;3835313444 / 3835313090;Diamantina;Rua da Quitanda,12;Centro;39100-000;3121605;MG;Sim;CLIENTE;32.0;MERCHFARMA: 17,HOS P344: 17,HOS COMPRAS: 17,HOS FINANÇAS: 1,HOS FISCAL: 17,HOS REPLICADOR: 4,ESTAÇÃO ADICIONAL: 6,FARMÁCIA POPULAR: 14,HOSTRIBUTARIO: 17,HOS DIGITALIZE: 17,HOSCLOUD BACKUP: 12,HOSGESTAO: 17,UNICO CONTATO: 17,INTEGRAÇÃO SMARTPED: 17,INTEGRAÇÃO MAGGU: 23
9277;Nutrifarma;15.584.101/0001-24;4733981137 / 47997375206;Itajaí;Rua Hercilio Luz, 381 Sala 101;Centro;88301-001;4208203;SC;Sim;CLIENTE;10.0;MERCHFARMA: 10,HOS P344: 10,MERCHCARD: 10,ESTAÇÃO ADICIONAL: 4,FARMÁCIA POPULAR: 10,HOSTRIBUTARIO: 10,HOSCLOUD BACKUP: 10,FARMACIASAPP: 10
9574;Drogaria Atual - Rede Soma;17.352.241/0001-00;3230839062 / 32;Juiz de Fora;Rua Sao Sebastiao, 784;Centro;36015-410;3136702;MG;Sim;CLIENTE;5.0;MERCHFARMA: 3,HOS P344: 3,HOS COMPRAS: 1,HOS REPLICADOR: 4
9610;Wilson Farma - PAULO;01.250.512/0001-79;8234213878 / 82;Palmeira dos Índios;Rua Antonio Matias, 197;Centro;57601-040;2706307;AL;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 2
9621;Naturativa Manip. - Matriz - BEEASY;05.632.157/0001-53;5433443000 / 54;Tapejara;Rua Julio de Castilhos, 1342 Sala 1;Centro;99950-000;4320909;RS;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FÓRMULA: 5,ESTAÇÃO ADICIONAL: 4,HOSCLOUD BACKUP: 3,NFS-E CONJUGADA: 5
9678;Laclibe Escritorio (SE) ;21.014.113/0001-16;3135345202 / 31;Igarapé;R Joao Rita 545 - Terreo andar 3;Centro;32900-000;3130101;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FINANÇAS: 5
9680;Laclibe Filial 3 - Lj 4 - Clovis (SE) - EVERTON;26.747.412/0001-83;3135341706 / 3135341444;Igarapé;Av. Prof. Clovis Salgado, 390;Centro;32510-018;3130101;MG;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,HOS FISCAL: 6,ESTAÇÃO ADICIONAL: 2,HOSTRIBUTARIO: 6,HOSCHAT: 4,HOSGESTAO: 6
9681;Laclibe Matriz - Loja 1 - Citrolandia (SE) ;19.593.466/0001-76;3135306445 / 3135345202;Betim;Av. Dr. Jose Mariano, 108;Citrolandia;32641-834;3106705;MG;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,HOS COMPRAS: 6,HOS FINANÇAS: 6,HOS FISCAL: 6,HOS REPLICADOR: 6,ESTAÇÃO ADICIONAL: 2,HOSTRIBUTARIO: 6
9754;Farmacia Monteiro - COOPEFARMA - CLEONIDES;24.191.470/0001-48;8432089000 / 84;Parnamirim;R Aber Cabral, 03 LJ 07 Shop Ayrton Senna;Nova Parnamirim;59151-250;2403251;RN;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3
9757;MB Farmacias - (Cobrança Matriz);93.641.710/0010-72;5534313221 / 5534313378;São Borja;Rua Candido Falcao 1187 ;Centro;97670-000;4318002;RS;Sim;CLIENTE;1.0;MERCHFARMA: 8,HOS P344: 10,HOS COMPRAS: 8,HOS FISCAL: 8,HOS REPLICADOR: 8,HOSTRIBUTARIO: 8,HOS ENTREGAS: 8,HOSGESTÃO PLUS: 8,INTEGRAÇÃO SMARTPED: 8,HOS DOCUMENTOS: 8
9762;Drogaria e Perfumaria Bom Preco - PAULO;04.999.802/0001-08;3837414020 / 3837412200;Pirapora;Av Bonifacio Machado de Miranda, 1033;Cicero Passos;39276-026;3151206;MG;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,ESTAÇÃO ADICIONAL: 1,FARMÁCIA POPULAR: 4,HOSTRIBUTARIO: 4
9777;Vitafarma - ROMULO;13.655.888/0001-42;3438235353 / 34;Patos de Minas;Av. Brasil, 371;Centro;38700-188;3148004;MG;Sim;CLIENTE;15.0;MERCHFARMA: 6,HOS P344: 6,FARMÁCIA POPULAR: 6,HOSTRIBUTARIO: 6
9951;Nsa Sra de Fatima - PABLO;23.236.904/0001-16;3133952144 / 3133952525;Contagem;Av. Jose Faria da Rocha, 6006;Eldorado;32310-210;3118601;MG;Sim;CLIENTE;30.0;HOS P344: 5,FARMÁCIA POPULAR: 5,MERCHFARMA: 5
10116;Vide Bula - Grupo Farma - PABLO;02.564.640/0001-50;3135631360 / 31;Itabirito;Av Queiroz Junior, 835;Praia;35450-228;3131901;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 6,HOS COMPRAS: 0,HOS FINANÇAS: 0,HOS REPLICADOR: 0,FARMÁCIA POPULAR: 0,HOSTRIBUTARIO: 6
10118;Drogaria Vide Bula - PABLO;04.982.688/0001-03;3135531398 / 31;Ouro Preto;Rua Dom Bosco, 89;Centro;35409-002;3146107;MG;Sim;CLIENTE;30.0;MERCHFARMA: 8,HOS P344: 8,HOS COMPRAS: 8,HOS FINANÇAS: 8,HOS FISCAL: 8,ESTAÇÃO ADICIONAL: 3,FARMÁCIA POPULAR: 7,HOSTRIBUTARIO: 8,HOS DIGITALIZE: 8,HOSCLOUD BACKUP: 10,HOSDASHBOARD: 8,INTEGRAÇÃO MAGGU: 11
10139;Americana Grupo Farma Loja 3 Manipulacao (SE);24.821.001/0005-99;3533393000 / 3533327411;São Lourenço;Av. Dom Pedro II, 727;Centro;37470-000;3163706;MG;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 20,HOS FÓRMULA: 5,HOSCLOUD BACKUP: 19
10333;Mais Saude - INOVAR;11.888.763/0001-37;8136313822 / 81;Timbaúba;Rua Floriano Peixoto, 552;Barro;55873-208;2615300;PE;Sim;CLIENTE;20.0;MERCHFARMA: 5,HOS P344: 5,FARMÁCIA POPULAR: 5
10378;Drogaria Santo Antonio - CONSULFAR;28.918.137/0001-49;3134867000 / 31;Belo Horizonte;Av Men de Sa, 521;Santa Efigenia;30260-270;3106200;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,ESTAÇÃO ADICIONAL: 3,FARMÁCIA POPULAR: 4
10449;Farmanunes - INOVAR;12.406.304/0001-32;83996456919 / 83;Amparo;Rua Vereador Cicero Soares, 229;Centro;58548-000;2500734;PB;Sim;CLIENTE;3.0;MERCHFARMA: 2,HOS P344: 2,HOS FISCAL: 2,FARMÁCIA POPULAR: 2,HOSTRIBUTARIO: 2
10522;Santa Maria - INOVAR (Cobrança Matriz);08.097.743/0002-14;8130592222 / 8130811088;Cabo de Santo Agostinho;Rod. PE 060, 3200 Salas 200 a 203;Ns. Sra. do Rosário;54515-070;2602902;PE;Sim;CLIENTE;30.0;MERCHFARMA: 10,HOS P344: 10,HOS COMPRAS: 5,HOS FISCAL: 1,HOS REPLICADOR: 10,HOSTRIBUTARIO: 10,HOSGESTAO: 10
11148;Aguiar Menino Deus - (Cobrança Matriz);09.943.995/0002-80;5130847779 / 51981422216;Porto Alegre;Rua Barao do Triunfo, 175;Menino Deus;90130-101;4314902;RS;Sim;CLIENTE;1.0;MERCHFARMA: 8,HOS P344: 8,HOS FINANÇAS: 8,HOS FISCAL: 8,HOS REPLICADOR: 8,HOS DELIVERY: 8,ESTAÇÃO ADICIONAL: 3,FARMÁCIA POPULAR: 8,HOSTRIBUTARIO: 8,HOS DIGITALIZE: 8,HOSCLOUD BACKUP: 8,HOSCHAT: 4,HOSGESTAO: 8,INTEGRAÇÃO MAGGU: 8
11152;Central WA - PABLO - (Cobrança Matriz);24.231.284/0004-38;3138512950 / 3138517913;João Monlevade;Av Wilson Avarenga, 1394;Carneirinhos;35930-001;3136207;MG;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS P344: 7,HOS FÓRMULA: 7,HOS FISCAL: 6,HOS REPLICADOR: 6,HOSTRIBUTARIO: 6
11708;Aguiar Popular 03 - Associadas (SE) - (Cobrança Matriz);09.943.995/0004-41;5130425045 / 51982761501;Gravataí;Rua Carlos Link, 50;Centro;94035-310;4309209;RS;Sim;CLIENTE;1.0;MERCHFARMA: 5,HOS P344: 3,HOS FINANÇAS: 3,HOS FISCAL: 1,HOS REPLICADOR: 3,HOS DELIVERY: 3,FARMÁCIA POPULAR: 3,HOSTRIBUTARIO: 5,HOS DIGITALIZE: 5,HOSCLOUD BACKUP: 5,HOSCHAT: 4,HOSGESTAO: 5
11717;Drogaria Bem Estar - Rede Soma;00.619.768/0001-48;3232811655 / 32;Lima Duarte;Rua Manoel Otaviano Ferreira, 405;Barreira;36140-000;3138609;MG;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOS FISCAL: 4,HOSTRIBUTARIO: 4,HOS DIGITALIZE: 4,HOSCLOUD BACKUP: 3
11788;Formulativa - Rede Inova - PABLO;03.566.388/0001-80;3237215304 / 3237210000;Muriaé;Rua Joao Pinheiro, 15;CENTRO;36880-043;3143906;MG;Sim;CLIENTE;30.0;MERCHFARMA: 16,HOS P344: 16,HOS FINANÇAS: 16,HOS FISCAL: 16,ESTAÇÃO ADICIONAL: 2,FARMÁCIA POPULAR: 16,HOSTRIBUTARIO: 16,HOSPEDIDOS: 1,FARMACIASAPP: 16,HOS ENTREGAS: 18,INTEGRAÇÃO BLING: 10,HOSGESTAO: 16,CONCILIAÇÃO DE CREDENCIADORAS - BOA VISTA-3500: 16
11916;Vide Bula Matriz - Grupo Farma - PABLO;42.874.446/0001-95;3135612976 / 31;Itabirito;Praca Dr. Guilherme, 33A;Centro;35450-009;3131901;MG;Sim;CLIENTE;30.0;MERCHFARMA: 12,HOS P344: 12,HOS FÓRMULA: 12,HOS COMPRAS: 12,HOS FINANÇAS: 12,HOS FISCAL: 12,HOS REPLICADOR: 12,ESTAÇÃO ADICIONAL: 3,FARMÁCIA POPULAR: 12,HOSTRIBUTARIO: 13
12630;Grande Rede - ROMULO;14.860.363/0001-01;3832131003 / 38;Montes Claros;Rua Raul Correia, 465;Funcionarios;39401-029;3143302;MG;Sim;CLIENTE;10.0;MERCHFARMA: 5,HOS P344: 5,ESTAÇÃO ADICIONAL: 1,FARMÁCIA POPULAR: 5,HOSCLOUD BACKUP: 5
12636;Farmacia Tres Marias - Rede Soma (SE);04.011.171/0001-77;3333511319 / 3333512027;Raul Soares;Rua Antonio Vieira dos Santos 122 A;Centro;35350-000;3154002;MG;Sim;CLIENTE;30.0;MERCHFARMA: 19,HOS P344: 19,HOS FÓRMULA: 19
13012;Martins - ROMULO;05.486.354/0001-01;3438252266 / 3438235040;Patos de Minas;Rua Guaranis, 341;Caramuru;38701-398;3148004;MG;Sim;CLIENTE;1.0;MERCHFARMA: 3,HOS P344: 3,HOS FISCAL: 3,FARMÁCIA POPULAR: 3
13357;Monte Azul Escritorio - PABLO;06.130.317/0001-29;3838111863 / 38991440776;Monte Azul;Rua Professor Odon Oliva, 130;Centro;39500-000;3142908;MG;Sim;CLIENTE;1.0;MERCHFARMA: 4,HOS P344: 4,HOS REPLICADOR: 4,FARMÁCIA POPULAR: 4
13696;Varjao - ROMULO;02.174.026/0001-81;3835675301 / 38;Varjão de Minas;Av. Jovino Mariano Gomes 878;Centro;38794-000;3170750;MG;Sim;CLIENTE;10.0;MERCHFARMA: 3,HOS P344: 3,FARMÁCIA POPULAR: 3,HOSTRIBUTARIO: 3
13937;Da Saude - INOVAR;40.843.591/0001-83;8134415105 / 81;Recife;Rua Vasco da Gama 71;Vasco da Gama;52081-030;2611606;PE;Sim;CLIENTE;10.0;MERCHFARMA: 5,HOS P344: 5,HOS FINANÇAS: 5,FARMÁCIA POPULAR: 5,HOSTRIBUTARIO: 5
13939;Farmacia Santa Tecla - EVERTON;10.917.496/0001-16;51993674525 / 51;Venâncio Aires;Rua Fernando Manoel Schwingel, 212;Santa Tecla;95800-000;4322608;RS;Sim;CLIENTE;1.0;MERCHFARMA: 2,HOS P344: 2,HOS FÓRMULA: 2
